Node,Distance
531,56419.0
532,61617.0
533,57923.0
534,54010.0
535,58334.0
536,55151.0
537,59802.0
538,63362.0
539,65438.0
540,64158.0
541,66588.0
542,61412.0
543,58181.0
544,55045.0
545,56301.0
546,51237.0
547,50719.0
548,56985.0
549,54678.0
550,50468.0
551,49193.0
552,46211.0
553,57705.0
554,58346.0
555,59623.0
556,58013.0
557,57009.0
558,56272.0
559,54978.0
560,55606.0
561,53854.0
562,57944.0
563,50724.0
564,53599.0
565,52624.0
566,54135.0
567,49505.0
568,47586.0
569,49878.0
570,49793.0
571,46555.0
572,57238.0
573,53076.0
574,52077.0
575,54838.0
576,50858.0
577,56404.0
578,52099.0
579,49822.0
580,55896.0
581,55842.0
582,56512.0
583,56629.0
584,57316.0
585,57499.0
586,41413.0
587,45987.0
588,50800.0
589,53643.0
590,49838.0
591,49126.0
592,50465.0
593,55925.0
594,51585.0
595,56938.0
596,38889.0
597,46915.0
598,36827.0
599,48703.0
600,41807.0
601,43469.0
602,43702.0
603,53002.0
604,53355.0
605,55997.0
606,54230.0
607,57996.0
608,55630.0
609,57903.0
610,59546.0
611,59653.0
612,46415.0
613,49336.0
614,46097.0
615,49014.0
616,49624.0
617,63561.0
618,58659.0
619,56769.0
620,54681.0
621,58717.0
622,52901.0
623,60842.0
624,61407.0
625,51582.0
626,63719.0
627,60825.0
628,63603.0
629,50190.0
630,53992.0
631,52499.0
632,69041.0
633,56562.0
634,52261.0
635,51102.0
636,51279.0
637,51613.0
638,50219.0
639,52488.0
640,52656.0
641,49767.0
642,49315.0
643,48734.0
644,47280.0
645,51993.0
646,50936.0
647,51353.0
648,49314.0
649,50318.0
650,51332.0
651,55665.0
652,55483.0
653,47867.0
654,52094.0
655,45519.0
656,58044.0
657,57604.0
658,47628.0
659,45217.0
660,44227.0
661,49246.0
662,50162.0
663,37916.0
664,97443.0
665,99394.0
666,45484.0
667,104830.0
668,106623.0
669,42605.0
670,48399.0
671,49512.0
672,37774.0
673,43367.0
674,39821.0
675,40960.0
676,41088.0
677,33700.0
678,54837.0
679,52968.0
680,55145.0
681,48293.0
682,55839.0
683,57179.0
684,51973.0
685,46801.0
686,45469.0
687,44634.0
688,42805.0
689,42469.0
690,44144.0
691,46489.0
692,41975.0
693,43209.0
694,41438.0
695,40886.0
696,42246.0
697,42975.0
698,41662.0
699,42109.0
700,43109.0
701,48245.0
702,37989.0
703,58241.0
704,59154.0
705,44148.0
706,42466.0
707,40805.0
708,48811.0
709,46530.0
710,49062.0
711,41452.0
712,42511.0
713,40421.0
714,41928.0
715,41023.0
716,39708.0
717,40124.0
718,39000.0
719,37911.0
720,38915.0
721,36882.0
722,38601.0
723,40227.0
724,41266.0
725,39310.0
726,37745.0
727,39111.0
728,36631.0
729,37344.0
730,40270.0
731,38871.0
732,40321.0
733,34759.0
734,36574.0
735,34220.0
736,35028.0
737,36366.0
738,36033.0
739,51437.0
740,46414.0
741,37084.0
742,39989.0
743,36711.0
744,35592.0
745,37144.0
746,34478.0
747,35638.0
748,36199.0
749,35204.0
750,106037.0
751,35761.0
752,35962.0
753,36809.0
754,35276.0
755,29394.0
756,34518.0
757,36656.0
758,33995.0
759,35487.0
760,33106.0
761,33654.0
762,33416.0
763,33750.0
764,31992.0
765,32220.0
766,34348.0
767,34429.0
768,31741.0
769,30793.0
770,36616.0
771,38873.0
772,35563.0
773,37029.0
774,33129.0
775,29984.0
776,30651.0
777,28531.0
778,28717.0
779,31397.0
780,38465.0
781,31365.0
782,30409.0
783,30677.0
784,30365.0
785,30064.0
786,31826.0
787,31096.0
788,28730.0
789,29854.0
790,29825.0
791,28933.0
792,29047.0
793,28368.0
794,27372.0
795,27949.0
796,29910.0
797,26970.0
798,28710.0
799,23591.0
800,27318.0
801,29124.0
802,26983.0
803,26356.0
804,31723.0
805,24591.0
806,26198.0
807,24719.0
808,23475.0
809,24479.0
810,23112.0
811,23300.0
812,19734.0
813,21524.0
814,20389.0
815,21734.0
816,20639.0
817,74222.0
818,49364.0
819,49967.0
820,46682.0
821,43898.0
822,49124.0
823,50467.0
824,47243.0
825,50005.0
826,49515.0
827,52034.0
828,48510.0
829,51684.0
830,42838.0
831,45273.0
832,43202.0
833,37962.0
834,39122.0
835,38033.0
836,46585.0
837,41321.0
838,39157.0
839,45682.0
840,44896.0
841,47459.0
842,46255.0
843,43809.0
844,42352.0
845,41714.0
846,46758.0
847,45728.0
848,56623.0
849,56190.0
850,54380.0
851,53608.0
852,51901.0
853,53985.0
854,51390.0
855,52292.0
856,49407.0
857,48740.0
858,47429.0
859,56216.0
860,52971.0
861,45539.0
862,49387.0
863,49937.0
864,51723.0
865,47778.0
866,49256.0
867,51463.0
868,50052.0
869,47530.0
870,50013.0
871,48901.0
872,51840.0
873,49915.0
874,43599.0
875,47028.0
876,45206.0
877,47441.0
878,46932.0
879,48850.0
880,45524.0
881,41270.0
882,41758.0
883,44716.0
884,45327.0
885,43871.0
886,44341.0
887,42715.0
888,43109.0
889,45354.0
890,42773.0
891,36200.0
892,34396.0
893,35564.0
894,34297.0
895,35672.0
896,29869.0
897,30343.0
898,31685.0
899,32398.0
900,30923.0
901,28142.0
902,29364.0
903,29383.0
904,33021.0
905,34749.0
906,27531.0
907,40162.0
908,42296.0
909,44376.0
910,40280.0
911,43494.0
912,37810.0
913,38477.0
914,39480.0
915,37053.0
916,40206.0
917,42546.0
918,32368.0
919,25077.0
920,25585.0
921,23773.0
922,24046.0
923,22710.0
924,27198.0
925,26511.0
926,27573.0
927,25528.0
928,26175.0
929,25910.0
930,23083.0
931,24804.0
932,21014.0
933,22189.0
934,22745.0
935,21782.0
936,20753.0
937,20454.0
938,20655.0
939,19579.0
940,23012.0
941,19181.0
942,20228.0
943,18220.0
944,24275.0
945,25170.0
946,25503.0
947,23264.0
948,25205.0
949,25789.0
950,74326.0
951,76302.0
952,27333.0
953,18210.0
954,19305.0
955,21143.0
956,16531.0
957,22254.0
958,22810.0
959,23154.0
960,23498.0
961,22980.0
962,25086.0
963,22301.0
964,22968.0
965,49836.0
966,49166.0
967,47447.0
968,49752.0
969,37591.0
970,31905.0
971,33250.0
972,33247.0
973,33081.0
974,33584.0
975,33979.0
976,31741.0
977,38515.0
978,44501.0
979,36614.0
980,37088.0
981,34796.0
982,34964.0
983,32806.0
984,34010.0
985,34428.0
986,36141.0
987,34662.0
988,35135.0
989,39408.0
990,39853.0
991,45804.0
992,31390.0
993,30747.0
994,30468.0
995,30718.0
996,31879.0
997,32767.0
998,30244.0
999,30987.0
1000,28939.0
1001,27687.0
1002,26353.0
1003,29595.0
1004,31460.0
1005,33712.0
1006,31969.0
1007,33226.0
1008,28483.0
1009,29227.0
1010,30490.0
1011,33267.0
1012,39231.0
1013,39557.0
1014,38534.0
1015,40676.0
1016,38283.0
1017,42051.0
1018,33817.0
1019,34942.0
1020,35797.0
1021,34024.0
1022,34426.0
1023,34957.0
1024,31573.0
1025,32649.0
1026,34009.0
1027,35290.0
1028,39894.0
1029,43327.0
1030,44232.0
1031,36593.0
1032,42852.0
1033,43327.0
1034,43601.0
1035,45867.0
1036,45356.0
1037,44684.0
1038,47781.0
1039,43779.0
1040,46580.0
1041,45683.0
1042,39820.0
1043,41219.0
1044,36939.0
1045,38335.0
1046,37820.0
1047,36144.0
1048,39053.0
1049,33525.0
1050,32731.0
1051,30809.0
1052,31505.0
1053,31953.0
1054,33757.0
1055,34018.0
1056,32067.0
1057,30670.0
1058,29449.0
1059,30514.0
1060,30954.0
1061,46317.0
1062,40030.0
1063,40934.0
1064,39356.0
1065,41175.0
1066,35639.0
1067,29650.0
1068,27854.0
1069,31327.0
1070,38587.0
1071,34462.0
1072,30190.0
1073,39432.0
1074,40010.0
1075,29535.0
1076,30143.0
1077,31077.0
1078,27330.0
1079,23737.0
1080,30397.0
1081,32497.0
1082,32956.0
1083,34045.0
1084,33623.0
1085,26455.0
1086,27033.0
1087,27505.0
1088,26833.0
1089,26271.0
1090,25927.0
1091,25892.0
1092,24947.0
1093,22164.0
1094,23252.0
1095,26292.0
1096,26848.0
1097,24666.0
1098,25481.0
1099,19446.0
1100,21718.0
1101,20145.0
1102,23029.0
1103,21637.0
1104,21570.0
1105,21485.0
1106,20364.0
1107,19496.0
1108,18277.0
1109,17143.0
1110,20152.0
1111,18101.0
1112,16471.0
1113,16912.0
1114,18154.0
1115,16181.0
1116,13193.0
1117,15727.0
1118,18005.0
1119,25589.0
1120,26123.0
1121,21422.0
1122,23175.0
1123,24045.0
1124,21488.0
1125,23511.0
1126,26808.0
1127,21433.0
1128,22626.0
1129,19676.0
1130,20027.0
1131,14104.0
1132,17646.0
1133,18333.0
1134,18705.0
1135,14549.0
1136,11367.0
1137,13616.0
1138,12272.0
1139,16050.0
1140,20330.0
1141,12711.0
1142,11964.0
1143,8699.0
1144,10113.0
1145,34582.0
1146,38326.0
1147,35236.0
1148,31986.0
1149,34747.0
1150,26674.0
1151,21001.0
1152,28851.0
1153,24999.0
1154,20634.0
1155,40943.0
1156,39001.0
1157,36306.0
1158,36561.0
1159,37809.0
1160,50429.0
1161,50455.0
1162,51983.0
1163,51568.0
1164,38004.0
1165,24997.0
1166,25669.0
1167,24882.0
1168,22539.0
1169,25796.0
1170,26832.0
1171,27578.0
1172,20393.0
1173,23124.0
1174,18488.0
1175,21201.0
1176,18148.0
1177,16537.0
1178,18728.0
1179,14661.0
1180,20004.0
1181,8730.0
1182,10698.0
1183,7648.0
1184,17237.0
1185,18577.0
1186,12637.0
1187,14209.0
1188,22424.0
1189,22204.0
1190,21190.0
1191,23460.0
1192,25018.0
1193,24685.0
1194,25118.0
1195,20076.0
1196,25009.0
1197,57097.0
1198,19461.0
1199,19350.0
1200,19013.0
1201,18337.0
1202,17493.0
1203,16065.0
1204,22051.0
1205,25715.0
1206,26170.0
1207,28444.0
1208,29116.0
1209,27882.0
1210,23952.0
1211,26307.0
1212,26327.0
1213,23599.0
1214,21461.0
1215,14269.0
1216,13132.0
1217,15137.0
1218,10103.0
1219,16748.0
1220,10935.0
1221,22550.0
1222,20063.0
1223,11197.0
1224,12983.0
1225,12709.0
1226,14213.0
1227,18231.0
1228,16145.0
1229,13081.0
1230,17847.0
1231,16161.0
1232,57633.0
1233,57219.0
1234,16865.0
1235,13957.0
1236,16447.0
1237,13925.0
1238,14038.0
1239,11831.0
1240,13189.0
1241,12235.0
1242,11915.0
1243,23523.0
1244,22949.0
1245,22277.0
1246,21353.0
1247,27561.0
1248,22875.0
1249,20253.0
1250,22592.0
1251,19088.0
1252,20009.0
1253,17776.0
1254,19533.0
1255,16717.0
1256,19358.0
1257,20372.0
1258,20996.0
1259,18847.0
1260,18512.0
1261,19812.0
1262,20120.0
1263,20214.0
1264,11716.0
1265,10817.0
1266,9869.0
1267,10856.0
1268,13280.0
1269,10032.0
1270,9950.0
1271,8939.0
1272,8269.0
1273,7874.0
1274,6544.0
1275,7264.0
1276,6529.0
1277,9052.0
1278,9834.0
1279,10834.0
1280,5400.0
1281,15177.0
1282,15336.0
1283,14549.0
1284,14132.0
1285,14456.0
1286,11995.0
1287,6400.0
1288,9074.0
1289,13340.0
1290,13199.0
1291,13112.0
1292,14775.0
1293,12501.0
1294,12099.0
1295,13276.0
1296,13964.0
1297,39601.0
1298,36217.0
1299,33685.0
1300,11197.0
1301,13963.0
1302,12431.0
1303,19588.0
1304,18529.0
1305,30366.0
1306,39146.0
1307,37799.0
1308,34973.0
1309,33052.0
1310,32550.0
1311,35416.0
1312,30689.0
1313,142237.0
1314,141115.0
1315,31879.0
1316,30766.0
1317,28117.0
1318,29993.0
1319,31021.0
1320,28688.0
1321,31475.0
1322,32788.0
1323,34067.0
1324,32299.0
1325,15852.0
1326,31908.0
1327,32891.0
1328,33895.0
1329,39110.0
1330,40073.0
1331,28628.0
1332,15465.0
1333,15917.0
1334,29360.0
1335,29397.0
1336,27212.0
1337,29937.0
1338,31259.0
1339,32209.0
1340,33569.0
1341,26088.0
1342,26376.0
1343,26023.0
1344,24625.0
1345,27092.0
1346,25140.0
1347,27147.0
1348,26812.0
1349,28591.0
1350,27981.0
1351,27682.0
1352,32128.0
1353,8539.0
1354,6381.0
1355,5433.0
1356,5524.0
1357,4495.0
1358,3606.0
1359,4733.0
1360,6791.0
1361,8823.0
1362,7243.0
1363,2428.0
1364,3523.0
1365,5264.0
1366,4038.0
1367,5649.0
1368,8094.0
1369,4373.0
1370,6412.0
1371,7622.0
1372,9385.0
1373,8733.0
1374,9178.0
1375,10249.0
1376,13320.0
1377,10797.0
1378,13882.0
1379,13999.0
1380,14419.0
1381,11290.0
1382,9623.0
1383,10623.0
1384,10838.0
1385,11962.0
1386,12794.0
1387,13196.0
1388,9548.0
1389,9522.0
1390,11394.0
1391,10000.0
1392,10496.0
1393,10893.0
1394,11637.0
1395,11338.0
1396,12061.0
1397,11607.0
1398,12572.0
1399,14595.0
1400,13350.0
1401,8276.0
1402,9547.0
1403,6376.0
1404,11243.0
1405,11052.0
1406,7854.0
1407,7484.0
1408,7634.0
1409,12247.0
1410,14846.0
1411,13823.0
1412,14217.0
1413,14854.0
1414,16149.0
1415,15227.0
1416,17204.0
1417,8721.0
1418,12699.0
1419,13168.0
1420,13840.0
1421,14257.0
1422,18512.0
1423,18987.0
1424,20760.0
1425,10033.0
1426,12234.0
1427,14511.0
1428,12951.0
1429,13879.0
1430,15206.0
1431,12708.0
1432,14080.0
1433,15440.0
1434,13719.0
1435,14346.0
1436,14820.0
1437,17403.0
1438,15957.0
1439,18052.0
1440,18740.0
1441,17332.0
1442,15710.0
1443,15517.0
1444,16290.0
1445,18958.0
1446,17566.0
1447,19410.0
1448,21454.0
1449,14792.0
1450,15327.0
1451,14096.0
1452,16338.0
1453,18186.0
1454,18833.0
1455,19965.0
1456,21809.0
1457,22920.0
1458,28145.0
1459,23973.0
1460,22578.0
1461,23812.0
1462,24264.0
1463,24951.0
1464,23953.0
1465,23175.0
1466,23548.0
1467,23813.0
1468,24485.0
1469,24724.0
1470,25520.0
1471,25699.0
1472,25072.0
1473,25425.0
1474,29637.0
1475,26568.0
1476,26437.0
1477,27365.0
1478,28127.0
1479,16094.0
1480,17386.0
1481,18135.0
1482,16880.0
1483,17697.0
1484,18200.0
1485,19931.0
1486,18964.0
1487,21062.0
1488,23576.0
1489,21123.0
1490,21401.0
1491,19204.0
1492,19926.0
1493,18387.0
1494,20299.0
1495,19690.0
1496,21798.0
1497,56101.0
1498,25497.0
1499,26390.0
1500,26446.0
1501,26872.0
1502,24881.0
1503,24255.0
1504,25578.0
1505,25922.0
1506,27493.0
1507,26515.0
1508,27334.0
1509,28759.0
1510,29362.0
1511,27872.0
1512,27417.0
1513,28310.0
1514,28305.0
1515,29088.0
1516,29638.0
1517,29866.0
1518,29222.0
1519,30116.0
1520,31873.0
1521,31922.0
1522,27659.0
1523,28505.0
1524,29126.0
1525,30788.0
1526,28455.0
1527,28698.0
1528,28011.0
1529,28828.0
1530,30282.0
1531,29750.0
1532,33015.0
1533,32173.0
1534,32938.0
1535,34049.0
1536,32341.0
1537,33455.0
1538,42990.0
1539,42097.0
1540,120612.0
1541,123745.0
1542,125120.0
1543,119170.0
1544,120845.0
1545,116968.0
1546,118309.0
1547,117879.0
1548,119408.0
1549,118667.0
1550,113767.0
1551,117020.0
1552,116044.0
1553,115428.0
1554,116966.0
1555,119907.0
1556,115331.0
1557,114995.0
1558,114282.0
1559,112493.0
1560,106077.0
1561,122914.0
1562,125221.0
1563,123183.0
1564,124256.0
1565,123035.0
1566,123509.0
1567,121829.0
1568,121075.0
1569,121742.0
1570,122963.0
1571,117244.0
1572,118849.0
1573,120912.0
1574,118506.0
1575,120687.0
1576,120240.0
1577,117237.0
1578,118321.0
1579,112993.0
1580,117841.0
1581,116911.0
1582,116093.0
1583,112348.0
1584,111251.0
1585,110111.0
1586,114385.0
1587,116439.0
1588,119788.0
1589,111088.0
1590,112620.0
1591,107861.0
1592,110848.0
1593,111359.0
1594,111519.0
1595,109834.0
1596,107653.0
1597,106531.0
1598,110383.0
1599,103698.0
1600,104201.0
1601,100941.0
1602,104255.0
1603,101241.0
1604,108174.0
1605,109255.0
1606,108468.0
1607,113447.0
1608,107134.0
1609,110278.0
1610,111808.0
1611,111290.0
1612,109315.0
1613,110850.0
1614,112630.0
1615,112639.0
1616,113950.0
1617,109639.0
1618,111143.0
1619,111980.0
1620,103600.0
1621,98226.0
1622,111981.0
1623,105527.0
1624,102366.0
1625,103761.0
1626,102750.0
1627,103486.0
1628,106655.0
1629,104315.0
1630,104328.0
1631,102478.0
1632,101891.0
1633,102737.0
1634,100191.0
1635,98901.0
1636,99990.0
1637,94885.0
1638,106328.0
1639,107613.0
1640,107884.0
1641,110354.0
1642,96417.0
1643,97709.0
1644,94684.0
1645,93808.0
1646,96719.0
1647,95506.0
1648,95153.0
1649,94260.0
1650,93868.0
1651,92854.0
1652,93112.0
1653,94062.0
1654,92058.0
1655,91251.0
1656,101844.0
1657,106540.0
1658,98484.0
1659,97774.0
1660,97340.0
1661,97004.0
1662,97727.0
1663,95360.0
1664,97308.0
1665,96414.0
1666,96302.0
1667,94798.0
1668,95884.0
1669,95110.0
1670,94292.0
1671,95872.0
1672,94366.0
1673,92862.0
1674,94289.0
1675,94011.0
1676,95510.0
1677,114246.0
1678,116470.0
1679,113689.0
1680,115570.0
1681,117234.0
1682,118482.0
1683,115694.0
1684,116027.0
1685,116874.0
1686,118018.0
1687,117081.0
1688,111637.0
1689,108565.0
1690,116754.0
1691,117283.0
1692,116607.0
1693,116038.0
1694,115261.0
1695,114581.0
1696,118816.0
1697,119606.0
1698,120720.0
1699,120538.0
1700,117832.0
1701,118086.0
1702,119443.0
1703,121810.0
1704,122386.0
1705,122724.0
1706,121612.0
1707,122355.0
1708,120690.0
1709,121390.0
1710,121683.0
1711,116581.0
1712,117516.0
1713,118405.0
1714,116720.0
1715,118128.0
1716,118019.0
1717,118363.0
1718,118352.0
1719,118616.0
1720,120606.0
1721,118997.0
1722,120354.0
1723,117967.0
1724,118691.0
1725,119593.0
1726,120184.0
1727,118129.0
1728,118917.0
1729,169543.0
1730,169848.0
1731,111912.0
1732,113051.0
1733,110040.0
1734,109959.0
1735,112788.0
1736,106368.0
1737,105865.0
1738,109841.0
1739,107504.0
1740,105177.0
1741,104087.0
1742,103407.0
1743,105216.0
1744,106891.0
1745,110303.0
1746,111535.0
1747,108829.0
1748,117226.0
1749,111169.0
1750,117344.0
1751,119061.0
1752,116629.0
1753,112138.0
1754,111765.0
1755,110758.0
1756,122956.0
1757,120449.0
1758,121129.0
1759,121428.0
1760,121055.0
1761,120383.0
1762,121228.0
1763,123489.0
1764,123211.0
1765,103418.0
1766,120980.0
1767,119763.0
1768,121450.0
1769,122117.0
1770,123708.0
1771,117121.0
1772,116953.0
1773,116304.0
1774,117288.0
1775,115830.0
1776,116617.0
1777,123745.0
1778,119418.0
1779,118358.0
1780,119957.0
1781,122315.0
1782,129841.0
1783,123636.0
1784,123321.0
1785,122650.0
1786,116869.0
1787,112848.0
1788,116910.0
1789,118254.0
1790,115230.0
1791,121360.0
1792,119010.0
1793,117343.0
1794,118952.0
1795,120278.0
1796,116123.0
1797,110876.0
1798,113192.0
1799,113513.0
1800,113111.0
1801,113529.0
1802,114643.0
1803,113644.0
1804,113455.0
1805,113977.0
1806,118195.0
1807,113369.0
1808,113452.0
1809,123027.0
1810,122774.0
1811,123829.0
1812,125529.0
1813,101616.0
1814,101281.0
1815,99179.0
1816,101349.0
1817,98000.0
1818,101238.0
1819,113950.0
1820,109975.0
1821,108959.0
1822,111531.0
1823,105537.0
1824,106078.0
1825,97577.0
1826,99186.0
1827,102925.0
1828,96502.0
1829,99904.0
1830,103936.0
1831,102460.0
1832,104357.0
1833,101539.0
1834,99079.0
1835,99621.0
1836,99805.0
1837,94490.0
1838,96531.0
1839,96809.0
1840,99753.0
1841,99705.0
1842,99901.0
1843,99230.0
1844,104018.0
1845,103462.0
1846,103567.0
1847,101290.0
1848,104349.0
1849,106357.0
1850,100280.0
1851,99884.0
1852,98341.0
1853,111639.0
1854,111438.0
1855,110509.0
1856,111291.0
1857,109607.0
1858,112405.0
1859,96366.0
1860,111282.0
1861,110444.0
1862,113785.0
1863,109104.0
1864,109661.0
1865,113584.0
1866,117298.0
1867,119773.0
1868,119766.0
1869,116000.0
1870,117149.0
1871,117329.0
1872,85635.0
1873,86752.0
